widths,200 comparisons,400 comparisons,800 comparisons,1600 comparisons,3200 comparisons,6400 comparisons
0.0009765625,0.09026014141102433,0.16349766115890188,0.1661523184708725,0.2183863863863864,0.23183983983983986,0.2828308308308308
0.001953125,0.06379579579579579,0.09995595595595595,0.0908868868868869,0.10345145145145146,0.09945945945945946,0.11025425425425427
0.00390625,0.04938138138138138,0.07005805805805806,0.05838638638638639,0.06161761761761762,0.055375375375375374,0.05916716716716717
0.0078125,0.04116116116116116,0.0587947947947948,0.04565765765765766,0.05037437437437438,0.0445005005005005,0.04781981981981982
0.015625,0.05003403403403403,0.0662942942942943,0.053373373373373376,0.05888288288288289,0.05328928928928929,0.055771771771771776
0.03125,0.05983583583583584,0.08002002002002002,0.06324724724724724,0.07331731731731732,0.06553353353353354,0.06756356356356356
0.0625,0.08186186186186187,0.09857857857857857,0.08066866866866867,0.08810010010010011,0.08111311311311312,0.08425625625625625
0.125,0.15934734734734735,0.17403803803803805,0.15639239239239242,0.16313513513513514,0.15772972972972973,0.1599039039039039
0.25,0.09120720720720721,0.09782182182182184,0.0906786786786787,0.0938938938938939,0.09234034034034033,0.09308508508508509
0.5,-0.23781781781781783,-0.2293973973973974,-0.24374374374374375,-0.2426906906906907,-0.24168168168168166,-0.24400800800800804
1.0,-0.24970970970970974,-0.25041841841841844,-0.2491051051051051,-0.24951751751751752,-0.25012212212212215,-0.24965765765765766
2.0,-0.14362362362362363,-0.14364764764764765,-0.1435755755755756,-0.1435875875875876,-0.14363963963963963,-0.14358358358358358
4.0,-0.13864264264264264,-0.13865465465465465,-0.13863863863863865,-0.13865465465465465,-0.1386786786786787,-0.13865465465465465
