widths,200 comparisons,400 comparisons,800 comparisons,1600 comparisons,3200 comparisons,6400 comparisons
0.0009765625,0.12168923547718835,0.2279287853302268,0.29993633236228473,0.41814285014856545,0.52874138509864,0.6315435435435436
0.001953125,0.12676489774415087,0.21893300347439415,0.29724185894053007,0.4176000209921388,0.5287654092429054,0.6315475475475476
0.00390625,0.13686898677113127,0.21564595841406814,0.30283090551226977,0.41637677338847345,0.5288910065748365,0.6315395395395396
0.0078125,0.12196320364761852,0.2137082537151749,0.30443724785012627,0.41525111713996204,0.5288964831750069,0.6315475475475476
0.015625,0.14614563088253393,0.22397430281686542,0.3007982019285129,0.41646061603299156,0.5288123988384169,0.6315475475475476
0.03125,0.1350155052880967,0.21958414432758122,0.30522984995363706,0.4170102019388439,0.528772358678136,0.6315541857402421
0.0625,0.11957541097635409,0.22231062605545254,0.3038839264395045,0.41623011847163566,0.5287803667101922,0.6315475475475476
0.125,0.12901776078192395,0.20487276387816714,0.3022778793047674,0.4172012273674011,0.5288589744145473,0.6315435435435436
0.25,0.1303370325385411,0.2211801494285392,0.3004696894548482,0.41639246184776546,0.5287833120956724,0.6315435435435436
0.5,0.2137643295168777,0.2747490237729342,0.31863863863863867,0.42118518518518516,0.5300220220220221,0.6323643643643644
1.0,0.19881881881881883,0.26360760760760765,0.3098018018018018,0.37672872872872876,0.43021421421421424,0.4555075075075075
2.0,0.007083083083083084,0.0071151151151151145,0.007071071071071072,0.007075075075075076,0.007011011011011011,0.006934934934934935
4.0,-0.007147147147147146,-0.007091091091091091,-0.007167167167167168,-0.007163163163163163,-0.007163163163163163,-0.007183183183183184
