widths,320 comparisons,640 comparisons,1280 comparisons,2560 comparisons,5120 comparisons,10240 comparisons
0.0009765625,0.14517104248311336,0.21692025371093254,0.309604152317103,0.41318889897447664,0.5394068712503818,0.6566056910569107
0.001953125,0.1356750750400239,0.20591999539654884,0.31308125367722617,0.4131735614139349,0.5398373983739838,0.6566916823014385
0.00390625,0.15684881178233176,0.21647265398105006,0.3179034808991961,0.41411542323793327,0.5408458411507193,0.6572607879924954
0.0078125,0.1758310141889729,0.2387458924250347,0.3219084487459413,0.41999312851516996,0.5476751094434023,0.6608958724202628
0.015625,0.19702694790725103,0.2585765551034263,0.3389258911819888,0.43751250781738593,0.5667729831144466,0.675414321450907
0.03125,0.23153846153846155,0.3067479674796748,0.39773452157598504,0.49794090056285184,0.6226407129455911,0.7159568480300188
0.0625,0.24642589118198877,0.3239962476547843,0.41590681676047536,0.5086429018136336,0.6119090056285179,0.693250469043152
0.125,0.1628877423389619,0.2014040025015635,0.2683974358974359,0.3328502188868043,0.42455284552845535,0.51281425891182
0.25,0.10110694183864917,0.11828173858661667,0.1701688555347092,0.20873827392120078,0.2723983739837399,0.33406504065040654
0.5,0.059879612257661044,0.07585678549093185,0.12371169480925581,0.14328017510944344,0.19460600375234524,0.24763602251407132
1.0,0.03259537210756724,0.0435569105691057,0.06830050031269545,0.08669324577861164,0.12669480925578488,0.17323014383989999
2.0,0.020128205128205134,0.03241400875547217,0.05263758599124454,0.07225766103814886,0.11070043777360852,0.15862570356472797
4.0,0.04966541588492809,0.07596310193871171,0.11568011257035649,0.161943402126329,0.2380847404627893,0.32388211382113824
